CustomerID,Recency,Frequency,Monetary,AverageOrderValue,ChurnProbability,RiskTier
16572,127,3,1009.6,336.53,0.999,High Risk
18064,133,2,814.0,407.0,0.999,High Risk
18248,123,2,804.02,402.01,0.999,High Risk
14231,184,3,925.71,308.57,0.999,High Risk
13707,267,2,806.41,403.2,0.999,High Risk
17646,219,3,1008.39,336.13,0.999,High Risk
18032,334,1,73.5,73.5,0.999,High Risk
18050,359,1,74.4,74.4,0.999,High Risk
16805,174,2,460.59,230.3,0.999,High Risk
13686,183,1,72.0,72.0,0.999,High Risk
13085,158,2,416.08,208.04,0.999,High Risk
18071,258,2,453.0,226.5,0.999,High Risk
14896,205,2,468.77,234.39,0.999,High Risk
17960,171,1,73.78,73.78,0.999,High Risk
17906,247,1,72.9,72.9,0.999,High Risk
14697,218,2,188.61,94.3,0.999,High Risk
17707,185,2,152.4,76.2,0.999,High Risk
12999,196,3,455.88,151.96,0.999,High Risk
15456,283,3,434.59,144.86,0.999,High Risk
15589,256,3,478.53,159.51,0.999,High Risk
14779,281,3,386.15,128.72,0.999,High Risk
14616,243,3,406.08,135.36,0.999,High Risk
13533,183,3,269.09,89.7,0.998,High Risk
15334,157,3,350.82,116.94,0.998,High Risk
17438,254,1,388.45,388.45,0.998,High Risk
17431,313,1,403.3,403.3,0.998,High Risk
15225,234,1,409.4,409.4,0.998,High Risk
12982,243,1,390.54,390.54,0.998,High Risk
14600,306,1,393.33,393.33,0.998,High Risk
14304,223,1,383.45,383.45,0.998,High Risk
16947,236,1,406.48,406.48,0.998,High Risk
13833,159,1,383.85,383.85,0.998,High Risk
14420,99,1,387.52,387.52,0.998,High Risk
17138,276,1,380.5,380.5,0.998,High Risk
15221,366,1,403.25,403.25,0.998,High Risk
14348,260,1,409.57,409.57,0.998,High Risk
13936,180,1,376.58,376.58,0.998,High Risk
12922,161,1,405.38,405.38,0.998,High Risk
16917,277,1,391.52,391.52,0.998,High Risk
15090,308,1,381.32,381.32,0.998,High Risk
14048,305,1,409.93,409.93,0.998,High Risk
16319,218,1,404.4,404.4,0.998,High Risk
15342,130,1,406.09,406.09,0.998,High Risk
13345,288,1,389.5,389.5,0.998,High Risk
17239,313,1,382.5,382.5,0.998,High Risk
17226,309,1,393.49,393.49,0.998,High Risk
13482,232,1,184.64,184.64,0.998,High Risk
17574,243,1,185.65,185.65,0.998,High Risk
17747,113,1,71.4,71.4,0.998,High Risk
14326,242,1,183.85,183.85,0.998,High Risk
16097,240,1,185.05,185.05,0.998,High Risk
14199,218,1,185.4,185.4,0.998,High Risk
13497,283,2,348.05,174.02,0.998,High Risk
13059,250,1,183.4,183.4,0.998,High Risk
14059,267,1,183.6,183.6,0.998,High Risk
17795,180,2,342.83,171.42,0.998,High Risk
13218,127,1,62.64,62.64,0.998,High Risk
12929,312,1,117.85,117.85,0.998,High Risk
15266,338,1,119.3,119.3,0.998,High Risk
17654,277,1,117.55,117.55,0.998,High Risk
17601,239,1,116.01,116.01,0.998,High Risk
15350,373,1,115.65,115.65,0.998,High Risk
13581,309,1,118.0,118.0,0.998,High Risk
14972,128,1,114.77,114.77,0.998,High Risk
14076,129,1,118.67,118.67,0.998,High Risk
14143,134,1,115.8,115.8,0.998,High Risk
17117,288,1,116.2,116.2,0.998,High Risk
15843,304,1,118.95,118.95,0.998,High Risk
14155,266,1,118.75,118.75,0.998,High Risk
13663,179,1,189.47,189.47,0.998,High Risk
13826,176,1,189.5,189.5,0.998,High Risk
15723,365,1,190.7,190.7,0.998,High Risk
13033,357,1,190.55,190.55,0.998,High Risk
15412,171,1,190.53,190.53,0.998,High Risk
13856,169,3,388.5,129.5,0.998,High Risk
15732,212,2,294.12,147.06,0.998,High Risk
14985,198,2,292.01,146.0,0.998,High Risk
13951,176,3,674.45,224.82,0.998,High Risk
15643,192,3,664.0,221.33,0.998,High Risk
17472,191,3,697.54,232.51,0.998,High Risk
14457,311,1,113.64,113.64,0.998,High Risk
17217,234,1,113.5,113.5,0.998,High Risk
16247,170,1,114.56,114.56,0.998,High Risk
14632,263,1,114.56,114.56,0.998,High Risk
15445,264,1,113.5,113.5,0.998,High Risk
16344,158,1,101.1,101.1,0.998,High Risk
17962,142,1,102.41,102.41,0.998,High Risk
15256,149,1,98.45,98.45,0.998,High Risk
17787,153,4,1817.54,454.38,0.998,High Risk
17939,160,1,99.14,99.14,0.998,High Risk
17639,276,1,108.5,108.5,0.998,High Risk
13226,273,1,108.21,108.21,0.998,High Risk
12956,306,1,108.07,108.07,0.998,High Risk
17455,204,1,131.7,131.7,0.998,High Risk
15709,284,1,133.25,133.25,0.998,High Risk
14438,306,1,131.9,131.9,0.998,High Risk
16679,366,1,129.75,129.75,0.998,High Risk
14795,166,1,131.45,131.45,0.998,High Risk
16623,246,1,129.45,129.45,0.998,High Risk
16611,186,1,129.49,129.49,0.998,High Risk
15543,288,1,127.86,127.86,0.998,High Risk
13781,251,1,127.84,127.84,0.998,High Risk
14890,254,1,125.65,125.65,0.998,High Risk
16658,368,1,123.24,123.24,0.998,High Risk
14962,271,1,126.7,126.7,0.998,High Risk
15578,162,1,127.1,127.1,0.998,High Risk
16849,187,1,124.57,124.57,0.998,High Risk
15923,373,1,127.08,127.08,0.998,High Risk
15917,248,1,123.1,123.1,0.998,High Risk
18176,358,1,476.35,476.35,0.998,High Risk
18159,301,1,530.15,530.15,0.998,High Risk
14130,319,1,480.91,480.91,0.998,High Risk
15507,172,1,475.86,475.86,0.998,High Risk
16586,249,1,463.95,463.95,0.998,High Risk
14431,303,1,470.36,470.36,0.998,High Risk
15825,172,1,532.94,532.94,0.998,High Risk
16142,250,1,535.34,535.34,0.998,High Risk
16812,361,1,479.35,479.35,0.998,High Risk
12945,288,1,462.95,462.95,0.998,High Risk
14489,207,1,463.38,463.38,0.998,High Risk
13385,330,1,534.57,534.57,0.998,High Risk
16340,107,1,534.31,534.31,0.998,High Risk
13874,358,1,540.45,540.45,0.998,High Risk
14497,309,1,475.37,475.37,0.998,High Risk
17134,107,2,413.2,206.6,0.998,High Risk
13655,114,2,932.97,466.48,0.998,High Risk
16567,194,2,865.6,432.8,0.998,High Risk
13294,190,2,873.74,436.87,0.998,High Risk
15104,197,2,993.54,496.77,0.998,High Risk
16163,232,2,856.6,428.3,0.998,High Risk
14256,260,2,969.06,484.53,0.998,High Risk
13221,240,2,847.41,423.7,0.998,High Risk
14770,232,2,876.42,438.21,0.998,High Risk
16178,138,1,197.9,197.9,0.998,High Risk
16829,157,1,197.22,197.22,0.998,High Risk
15234,277,1,197.0,197.0,0.998,High Risk
14185,331,1,197.65,197.65,0.998,High Risk
15746,134,1,196.88,196.88,0.998,High Risk
17343,355,1,193.64,193.64,0.998,High Risk
15683,117,1,193.75,193.75,0.998,High Risk
17142,239,1,579.0,579.0,0.997,High Risk
15222,319,1,585.0,585.0,0.997,High Risk
14400,149,1,574.7,574.7,0.997,High Risk
16072,288,1,584.32,584.32,0.997,High Risk
13270,366,1,590.0,590.0,0.997,High Risk
15303,290,1,574.02,574.02,0.997,High Risk
13243,203,1,585.12,585.12,0.997,High Risk
16037,270,3,855.02,285.01,0.997,High Risk
13037,138,3,881.07,293.69,0.997,High Risk
15777,241,4,1047.11,261.78,0.997,High Risk
14532,236,4,932.85,233.21,0.997,High Risk
14352,157,4,1078.96,269.74,0.997,High Risk
16943,212,3,816.73,272.24,0.997,High Risk
17770,199,5,1143.27,228.65,0.997,High Risk
17931,134,2,408.36,204.18,0.997,High Risk
17501,221,2,288.6,144.3,0.997,High Risk
14549,311,1,289.24,289.24,0.997,High Risk
17124,185,1,294.24,294.24,0.997,High Risk
15279,355,1,290.51,290.51,0.997,High Risk
16526,172,1,290.36,290.36,0.997,High Risk
17551,359,1,290.34,290.34,0.997,High Risk
17464,158,1,289.96,289.96,0.997,High Risk
13751,288,1,296.25,296.25,0.997,High Risk
16125,367,1,289.35,289.35,0.997,High Risk
16721,262,1,292.47,292.47,0.997,High Risk
15396,113,1,288.18,288.18,0.997,High Risk
14000,211,1,635.66,635.66,0.997,High Risk
16520,186,3,1046.57,348.86,0.997,High Risk
15133,128,3,982.42,327.47,0.997,High Risk
16484,174,2,404.3,202.15,0.997,High Risk
17409,185,2,771.85,385.92,0.997,High Risk
16449,198,2,707.69,353.84,0.997,High Risk
14672,235,2,765.55,382.78,0.997,High Risk
17695,132,2,765.34,382.67,0.997,High Risk
15223,226,2,755.75,377.88,0.997,High Risk
15045,152,2,735.66,367.83,0.997,High Risk
15353,255,2,770.12,385.06,0.997,High Risk
16659,189,1,39.12,39.12,0.997,High Risk
12855,373,1,38.1,38.1,0.997,High Risk
12977,156,1,39.24,39.24,0.997,High Risk
15178,260,1,40.5,40.5,0.997,High Risk
16162,252,1,37.4,37.4,0.997,High Risk
14589,372,1,39.75,39.75,0.997,High Risk
15940,311,1,35.8,35.8,0.997,High Risk
17525,360,1,422.7,422.7,0.997,High Risk
13166,283,1,417.2,417.2,0.997,High Risk
15361,362,1,418.92,418.92,0.997,High Risk
13615,319,1,417.69,417.69,0.997,High Risk
15639,134,1,425.32,425.32,0.997,High Risk
12833,145,1,417.38,417.38,0.997,High Risk
18106,330,1,421.9,421.9,0.997,High Risk
17701,253,1,417.95,417.95,0.997,High Risk
13800,310,1,558.32,558.32,0.997,High Risk
17291,308,1,550.8,550.8,0.997,High Risk
14496,312,2,538.81,269.41,0.997,High Risk
16230,190,2,542.03,271.02,0.997,High Risk
14002,134,2,529.73,264.86,0.997,High Risk
15433,214,2,533.3,266.65,0.997,High Risk
17265,139,2,550.01,275.0,0.997,High Risk
14891,148,2,554.38,277.19,0.997,High Risk
14513,101,3,455.59,151.86,0.997,High Risk
14918,116,2,1610.15,805.08,0.997,High Risk
13675,151,2,486.82,243.41,0.997,High Risk
14104,154,2,216.21,108.1,0.997,High Risk
15852,187,2,160.71,80.36,0.997,High Risk
13531,205,2,483.8,241.9,0.997,High Risk
15246,238,2,514.15,257.08,0.997,High Risk
16378,247,3,362.95,120.98,0.997,High Risk
16897,299,2,289.78,144.89,0.997,High Risk
14320,207,2,477.79,238.9,0.997,High Risk
17691,358,2,290.4,145.2,0.997,High Risk
18142,157,2,1019.52,509.76,0.997,High Risk
14195,202,2,1012.0,506.0,0.997,High Risk
17242,108,2,1135.04,567.52,0.997,High Risk
17505,161,2,1145.84,572.92,0.997,High Risk
13649,257,2,346.6,173.3,0.997,High Risk
13217,122,3,533.98,177.99,0.997,High Risk
15057,275,2,1489.5,744.75,0.997,High Risk
13791,128,2,1516.0,758.0,0.997,High Risk
15364,96,2,913.19,456.6,0.997,High Risk
14625,196,2,899.63,449.82,0.997,High Risk
13929,169,2,842.65,421.32,0.997,High Risk
16092,115,3,817.86,272.62,0.997,High Risk
14803,162,3,845.55,281.85,0.997,High Risk
13301,104,4,618.09,154.52,0.997,High Risk
13044,291,1,560.47,560.47,0.997,High Risk
17970,211,1,562.79,562.79,0.997,High Risk
16275,197,1,559.87,559.87,0.997,High Risk
15415,313,1,559.61,559.61,0.997,High Risk
15655,243,1,560.67,560.67,0.997,High Risk
16278,100,1,566.38,566.38,0.997,High Risk
13122,94,2,922.39,461.2,0.997,High Risk
13192,95,2,911.94,455.97,0.997,High Risk
14351,165,1,51.0,51.0,0.997,High Risk
14782,320,1,200.1,200.1,0.997,High Risk
13011,372,1,50.55,50.55,0.997,High Risk
16349,291,1,53.5,53.5,0.997,High Risk
13723,217,1,199.85,199.85,0.997,High Risk
17987,185,1,198.57,198.57,0.997,High Risk
17580,253,3,215.72,71.91,0.997,High Risk
17046,157,1,642.02,642.02,0.996,High Risk
14301,117,1,640.14,640.14,0.996,High Risk
15649,336,2,816.0,408.0,0.996,High Risk
15976,165,2,427.64,213.82,0.996,High Risk
14161,216,3,1097.62,365.87,0.996,High Risk
15384,170,2,642.41,321.2,0.996,High Risk
14481,165,2,636.51,318.26,0.996,High Risk
16135,263,1,517.55,517.55,0.996,High Risk
15149,134,1,520.8,520.8,0.996,High Risk
13043,273,1,516.42,516.42,0.996,High Risk
14873,210,1,519.68,519.68,0.996,High Risk
17718,232,1,139.35,139.35,0.996,High Risk
14772,112,1,139.26,139.26,0.996,High Risk
16483,192,1,139.35,139.35,0.996,High Risk
12881,276,1,298.0,298.0,0.996,High Risk
13441,92,1,296.64,296.64,0.996,High Risk
17678,264,1,298.11,298.11,0.996,High Risk
13745,162,1,300.04,300.04,0.996,High Risk
13667,149,1,299.05,299.05,0.996,High Risk
15609,184,1,298.48,298.48,0.996,High Risk
17531,190,1,296.7,296.7,0.996,High Risk
14699,214,1,109.13,109.13,0.996,High Risk
16963,187,1,110.55,110.55,0.996,High Risk
17746,240,1,110.25,110.25,0.996,High Risk
17277,228,2,1065.35,532.68,0.996,High Risk
13730,136,2,752.6,376.3,0.996,High Risk
16780,100,2,422.24,211.12,0.996,High Risk
17980,166,3,811.45,270.48,0.996,High Risk
17045,113,3,339.44,113.15,0.996,High Risk
16324,128,3,408.59,136.2,0.996,High Risk
16893,367,1,145.93,145.93,0.996,High Risk
16598,286,1,145.05,145.05,0.996,High Risk
12974,198,1,144.8,144.8,0.996,High Risk
14238,326,1,146.85,146.85,0.996,High Risk
17524,361,1,145.0,145.0,0.996,High Risk
17312,139,3,644.3,214.77,0.996,High Risk
16801,163,4,1594.23,398.56,0.996,High Risk
16091,155,2,315.06,157.53,0.996,High Risk
15918,191,2,334.23,167.12,0.996,High Risk
13453,166,2,356.98,178.49,0.996,High Risk
13242,112,3,270.4,90.13,0.996,High Risk
13355,122,1,674.7,674.7,0.996,High Risk
14222,177,1,683.17,683.17,0.996,High Risk
15074,105,1,735.67,735.67,0.996,High Risk
12976,212,1,738.6,738.6,0.996,High Risk
16377,267,1,676.2,676.2,0.996,High Risk
14055,106,1,725.64,725.64,0.996,High Risk
17267,127,2,317.2,158.6,0.996,High Risk
14745,113,5,1220.26,244.05,0.996,High Risk
16172,95,5,1140.21,228.04,0.996,High Risk
14246,111,3,1474.06,491.35,0.996,High Risk
13158,95,4,1201.06,300.26,0.996,High Risk
13253,157,2,1030.4,515.2,0.996,High Risk
14346,121,2,1021.58,510.79,0.996,High Risk
13338,158,1,487.02,487.02,0.996,High Risk
15109,246,1,484.95,484.95,0.996,High Risk
15100,334,3,876.0,292.0,0.996,High Risk
13821,145,2,385.64,192.82,0.996,High Risk
16250,261,2,389.44,194.72,0.996,High Risk
14501,184,2,251.21,125.6,0.996,High Risk
16317,120,3,1341.65,447.22,0.996,High Risk
16951,135,3,1277.75,425.92,0.996,High Risk
13376,99,3,1019.76,339.92,0.995,High Risk
17849,218,4,605.8,151.45,0.995,High Risk
16644,178,2,833.78,416.89,0.995,High Risk
12878,236,2,854.99,427.5,0.995,High Risk
17880,365,1,458.92,458.92,0.995,High Risk
16643,246,1,487.51,487.51,0.995,High Risk
15165,373,1,487.75,487.75,0.995,High Risk
18074,374,1,489.6,489.6,0.995,High Risk
17140,247,1,454.12,454.12,0.995,High Risk
13485,233,1,454.24,454.24,0.995,High Risk
15585,177,1,455.3,455.3,0.995,High Risk
13398,192,1,457.34,457.34,0.995,High Risk
16529,190,1,455.25,455.25,0.995,High Risk
16175,94,4,1037.59,259.4,0.995,High Risk
14758,145,4,1484.06,371.02,0.995,High Risk
14403,130,4,1475.81,368.95,0.995,High Risk
17926,133,2,397.29,198.64,0.995,High Risk
16834,228,1,413.46,413.46,0.995,High Risk
16272,117,1,411.7,411.7,0.995,High Risk
16795,365,1,414.88,414.88,0.995,High Risk
15813,208,2,1303.91,651.95,0.995,High Risk
16356,198,3,211.77,70.59,0.995,High Risk
16473,165,3,316.11,105.37,0.995,High Risk
15313,110,1,52.0,52.0,0.995,High Risk
16634,223,2,217.9,108.95,0.995,High Risk
16431,213,3,623.28,207.76,0.995,High Risk
13470,99,2,165.0,82.5,0.995,High Risk
17309,95,1,82.75,82.75,0.995,High Risk
13900,183,3,740.95,246.98,0.995,High Risk
14436,99,1,89.06,89.06,0.995,High Risk
15648,204,2,639.5,319.75,0.995,High Risk
16761,97,1,316.62,316.62,0.995,High Risk
17749,178,2,674.52,337.26,0.995,High Risk
13548,96,2,678.16,339.08,0.995,High Risk
17083,109,3,1405.78,468.59,0.995,High Risk
14603,275,1,660.0,660.0,0.995,High Risk
16832,184,3,199.15,66.38,0.995,High Risk
14463,98,3,529.62,176.54,0.995,High Risk
18168,176,6,1160.04,193.34,0.995,High Risk
18143,117,2,1000.16,500.08,0.995,High Risk
16980,255,2,1028.46,514.23,0.995,High Risk
13307,120,1,15.0,15.0,0.995,High Risk
17956,249,1,12.75,12.75,0.995,High Risk
17763,263,1,15.0,15.0,0.995,High Risk
15823,372,1,15.0,15.0,0.995,High Risk
16738,298,1,3.75,3.75,0.995,High Risk
13162,122,4,1688.29,422.07,0.995,High Risk
12891,186,3,331.0,110.33,0.995,High Risk
16398,154,2,1705.8,852.9,0.995,High Risk
17204,175,4,1564.56,391.14,0.995,High Risk
18268,134,1,25.5,25.5,0.995,High Risk
17102,262,1,25.5,25.5,0.995,High Risk
16093,107,1,17.0,17.0,0.995,High Risk
12845,267,4,354.09,88.52,0.994,High Risk
17353,129,2,1740.0,870.0,0.994,High Risk
13414,134,3,1390.5,463.5,0.994,High Risk
17615,130,3,329.6,109.87,0.994,High Risk
14176,297,4,576.9,144.23,0.994,High Risk
17429,128,3,524.92,174.97,0.994,High Risk
14045,109,4,1659.75,414.94,0.994,High Risk
14276,99,3,1119.74,373.25,0.994,High Risk
14823,180,3,321.43,107.14,0.994,High Risk
14669,242,3,1259.24,419.75,0.994,High Risk
14973,107,3,1314.45,438.15,0.994,High Risk
18202,200,3,1396.99,465.66,0.994,High Risk
14006,116,3,962.19,320.73,0.994,High Risk
14491,175,2,340.93,170.46,0.994,High Risk
17588,100,3,1240.2,413.4,0.994,High Risk
13244,93,1,121.74,121.74,0.994,High Risk
13583,156,1,781.03,781.03,0.994,High Risk
16054,145,1,783.9,783.9,0.994,High Risk
13572,206,1,1384.25,1384.25,0.994,High Risk
15442,249,1,594.0,594.0,0.993,High Risk
12917,128,1,594.0,594.0,0.993,High Risk
15135,239,1,139.05,139.05,0.993,High Risk
13273,113,1,138.98,138.98,0.993,High Risk
13120,239,1,30.6,30.6,0.993,High Risk
16765,294,1,34.0,34.0,0.993,High Risk
17408,163,1,32.65,32.65,0.993,High Risk
14576,372,1,35.4,35.4,0.993,High Risk
13330,93,3,1140.93,380.31,0.993,High Risk
17616,174,3,571.2,190.4,0.993,High Risk
14022,225,1,440.0,440.0,0.993,High Risk
16084,299,1,436.18,436.18,0.993,High Risk
13358,269,1,439.03,439.03,0.993,High Risk
14149,221,1,446.62,446.62,0.993,High Risk
17040,138,1,449.73,449.73,0.993,High Risk
18233,326,1,440.0,440.0,0.993,High Risk
14288,213,1,426.6,426.6,0.993,High Risk
15802,143,1,451.42,451.42,0.993,High Risk
16536,110,1,548.12,548.12,0.993,High Risk
14855,119,2,645.65,322.82,0.993,High Risk
13130,94,1,64.0,64.0,0.993,High Risk
18027,99,1,115.31,115.31,0.993,High Risk
16696,135,4,657.9,164.48,0.993,High Risk
12902,265,1,138.68,138.68,0.993,High Risk
16050,174,1,137.9,137.9,0.993,High Risk
13716,269,1,138.28,138.28,0.993,High Risk
17122,119,1,138.32,138.32,0.993,High Risk
15663,106,1,138.14,138.14,0.993,High Risk
17709,170,1,137.45,137.45,0.993,High Risk
17062,314,4,533.33,133.33,0.993,High Risk
15071,94,2,982.07,491.04,0.993,High Risk
17053,131,1,498.48,498.48,0.993,High Risk
16889,195,3,1578.67,526.22,0.993,High Risk
17152,195,3,1689.5,563.17,0.993,High Risk
12851,97,1,131.81,131.81,0.993,High Risk
17391,164,2,508.8,254.4,0.993,High Risk
17994,122,4,674.89,168.72,0.993,High Risk
16792,282,2,110.38,55.19,0.993,High Risk
17900,190,2,112.2,56.1,0.993,High Risk
16498,161,2,100.97,50.48,0.993,High Risk
13328,316,1,1308.48,1308.48,0.993,High Risk
14105,239,1,1266.23,1266.23,0.993,High Risk
13151,296,1,1257.87,1257.87,0.993,High Risk
15171,331,1,1289.5,1289.5,0.993,High Risk
13261,269,2,944.1,472.05,0.993,High Risk
14114,274,2,386.53,193.26,0.993,High Risk
18239,219,5,1561.61,312.32,0.993,High Risk
14081,302,2,921.62,460.81,0.993,High Risk
17704,169,2,885.19,442.6,0.993,High Risk
15389,172,1,500.0,500.0,0.993,High Risk
13116,138,1,501.14,501.14,0.993,High Risk
12857,211,2,1106.4,553.2,0.992,High Risk
12864,138,1,147.12,147.12,0.992,High Risk
18262,140,1,149.48,149.48,0.992,High Risk
17234,183,1,149.89,149.89,0.992,High Risk
15574,178,4,675.64,168.91,0.992,High Risk
15644,166,4,803.54,200.88,0.992,High Risk
15095,104,4,1370.6,342.65,0.992,High Risk
13475,191,4,1431.78,357.94,0.992,High Risk
14687,107,1,628.38,628.38,0.992,High Risk
14036,285,1,626.65,626.65,0.992,High Risk
14223,92,3,991.13,330.38,0.992,High Risk
17642,120,2,712.29,356.14,0.992,High Risk
17334,302,2,307.02,153.51,0.992,High Risk
15224,358,2,322.08,161.04,0.992,High Risk
16405,302,2,167.25,83.62,0.992,High Risk
14331,124,2,462.66,231.33,0.992,High Risk
14133,130,3,605.64,201.88,0.992,High Risk
16552,243,2,379.73,189.86,0.992,High Risk
15079,213,4,895.61,223.9,0.992,High Risk
15625,104,4,1534.26,383.56,0.992,High Risk
15695,267,2,409.98,204.99,0.992,High Risk
17969,166,2,228.2,114.1,0.992,High Risk
18078,217,2,336.13,168.06,0.992,High Risk
15002,116,4,1641.76,410.44,0.992,High Risk
18178,129,4,1590.81,397.7,0.992,High Risk
18231,192,5,2071.77,414.35,0.991,High Risk
14267,163,3,1516.24,505.41,0.991,High Risk
14740,197,3,1448.21,482.74,0.991,High Risk
14037,176,2,147.2,73.6,0.991,High Risk
17446,177,2,120.9,60.45,0.991,High Risk
14460,110,3,434.34,144.78,0.991,High Risk
12967,358,2,1660.9,830.45,0.991,High Risk
14270,332,1,492.65,492.65,0.991,High Risk
15448,313,1,494.64,494.64,0.991,High Risk
13425,108,3,1624.21,541.4,0.991,High Risk
17282,130,3,1685.46,561.82,0.991,High Risk
15122,114,3,1633.78,544.59,0.991,High Risk
16998,150,4,295.0,73.75,0.991,High Risk
15881,312,5,501.39,100.28,0.991,High Risk
15713,143,2,356.7,178.35,0.991,High Risk
14692,137,4,591.55,147.89,0.991,High Risk
15985,123,2,1142.42,571.21,0.991,High Risk
16222,318,1,773.55,773.55,0.991,High Risk
13341,261,1,775.85,775.85,0.991,High Risk
16256,267,1,752.43,752.43,0.991,High Risk
13370,372,1,754.87,754.87,0.991,High Risk
14885,132,1,765.32,765.32,0.991,High Risk
13753,288,1,741.26,741.26,0.991,High Risk
13452,259,2,590.0,295.0,0.991,High Risk
13850,129,1,1595.48,1595.48,0.991,High Risk
15716,146,4,1101.11,275.28,0.991,High Risk
13885,189,2,506.8,253.4,0.991,High Risk
14465,247,3,1038.44,346.15,0.991,High Risk
16866,141,3,207.74,69.25,0.991,High Risk
15146,165,2,1327.16,663.58,0.99,High Risk
16270,353,1,1141.24,1141.24,0.99,High Risk
16806,103,4,762.16,190.54,0.99,High Risk
17268,108,4,763.64,190.91,0.99,High Risk
15653,93,2,877.44,438.72,0.99,High Risk
16716,267,2,901.2,450.6,0.99,High Risk
17897,173,3,541.81,180.6,0.99,High Risk
17742,113,2,355.11,177.56,0.99,High Risk
14965,96,2,596.09,298.04,0.99,High Risk
16766,273,2,1145.6,572.8,0.99,High Risk
16692,256,2,1276.0,638.0,0.99,High Risk
16494,297,1,826.53,826.53,0.99,High Risk
15832,254,1,836.79,836.79,0.99,High Risk
13893,298,1,821.1,821.1,0.99,High Risk
13934,264,1,922.1,922.1,0.99,High Risk
18133,212,1,931.5,931.5,0.99,High Risk
16216,267,1,914.93,914.93,0.99,High Risk
16276,177,1,810.6,810.6,0.99,High Risk
17649,138,1,868.49,868.49,0.99,High Risk
13075,130,1,919.61,919.61,0.99,High Risk
15076,173,1,880.85,880.85,0.99,High Risk
13339,201,1,860.12,860.12,0.99,High Risk
16146,157,3,734.13,244.71,0.99,High Risk
13752,124,6,1175.38,195.9,0.99,High Risk
18085,330,2,689.95,344.98,0.99,High Risk
14024,122,2,327.7,163.85,0.99,High Risk
12888,214,2,354.12,177.06,0.99,High Risk
17252,117,2,348.91,174.46,0.99,High Risk
17765,159,3,367.63,122.54,0.99,High Risk
15882,199,4,516.36,129.09,0.99,High Risk
17457,127,5,1737.7,347.54,0.99,High Risk
13476,179,2,1238.47,619.24,0.99,High Risk
16714,219,3,1129.06,376.35,0.99,High Risk
17955,199,4,557.3,139.32,0.99,High Risk
17440,157,3,186.42,62.14,0.99,High Risk
17553,130,1,1487.6,1487.6,0.989,High Risk
16807,143,3,1121.59,373.86,0.989,High Risk
15464,338,1,1044.65,1044.65,0.989,High Risk
16902,116,1,1706.88,1706.88,0.989,High Risk
16116,212,1,612.78,612.78,0.989,High Risk
16997,288,3,702.0,234.0,0.989,High Risk
16763,199,1,611.85,611.85,0.989,High Risk
15795,150,1,610.01,610.01,0.989,High Risk
13357,257,1,609.4,609.4,0.989,High Risk
15646,158,3,447.64,149.21,0.989,High Risk
13963,308,4,664.54,166.14,0.989,High Risk
15704,140,4,2293.62,573.4,0.989,High Risk
16306,214,6,632.27,105.38,0.989,High Risk
14920,213,2,977.77,488.88,0.989,High Risk
15658,190,5,1024.1,204.82,0.989,High Risk
16503,107,4,1431.93,357.98,0.988,High Risk
16174,126,3,1009.55,336.52,0.988,High Risk
15147,240,1,623.5,623.5,0.988,High Risk
17499,290,1,622.88,622.88,0.988,High Risk
15935,239,2,416.86,208.43,0.988,High Risk
13722,132,3,2375.41,791.8,0.988,High Risk
15333,208,1,1028.56,1028.56,0.988,High Risk
13235,212,1,1031.07,1031.07,0.988,High Risk
13388,131,2,677.1,338.55,0.988,High Risk
18018,108,2,122.14,61.07,0.988,High Risk
17454,192,4,517.53,129.38,0.988,High Risk
16955,185,4,518.67,129.67,0.988,High Risk
15488,93,1,91.32,91.32,0.988,High Risk
15107,311,6,319.5,53.25,0.988,High Risk
13720,117,4,799.9,199.98,0.988,High Risk
15422,323,2,97.7,48.85,0.988,High Risk
15213,319,2,328.35,164.18,0.988,High Risk
14821,367,1,48.8,48.8,0.988,High Risk
14619,246,1,394.44,394.44,0.988,High Risk
15386,186,1,394.14,394.14,0.988,High Risk
17585,109,4,1116.68,279.17,0.988,High Risk
15717,234,1,150.3,150.3,0.988,High Risk
18200,106,1,150.35,150.35,0.988,High Risk
12988,292,1,505.82,505.82,0.988,High Risk
15891,227,1,511.68,511.68,0.988,High Risk
16614,183,1,506.19,506.19,0.988,High Risk
17958,117,1,508.46,508.46,0.988,High Risk
18196,95,2,686.63,343.32,0.987,High Risk
15624,117,4,588.13,147.03,0.987,High Risk
13656,165,2,379.65,189.82,0.987,High Risk
15004,147,1,1220.77,1220.77,0.987,High Risk
15483,161,4,225.26,56.32,0.987,High Risk
12868,186,6,1607.06,267.84,0.987,High Risk
15265,151,2,1506.12,753.06,0.987,High Risk
16031,92,2,547.9,273.95,0.987,High Risk
15400,92,5,716.2,143.24,0.987,High Risk
15230,239,2,429.6,214.8,0.987,High Risk
17935,138,2,145.79,72.9,0.986,High Risk
16045,120,4,1340.7,335.18,0.986,High Risk
13000,107,3,534.85,178.28,0.986,High Risk
15855,137,5,712.24,142.45,0.986,High Risk
15734,115,2,1339.45,669.72,0.986,High Risk
14670,280,2,392.86,196.43,0.986,High Risk
17229,96,2,318.76,159.38,0.986,High Risk
16257,177,1,46.95,46.95,0.986,High Risk
13133,274,2,109.8,54.9,0.986,High Risk
17912,310,5,310.06,62.01,0.986,High Risk
17048,118,3,925.35,308.45,0.986,High Risk
