CustomerID,Recency,Frequency,Monetary,FirstPurchaseDate,LastPurchaseDate,AverageOrderValue,TenureDays,Churned
14273,51,4,559.97,2011-04-11 13:24:00,2011-10-19 13:20:00,139.99,190,0
14276,99,3,1119.74,2011-02-23 09:38:00,2011-09-02 09:45:00,373.25,191,1
14280,197,1,134.04,2011-05-27 10:37:00,2011-05-27 10:37:00,134.04,0,1
14282,3,15,3701.44,2010-12-07 12:21:00,2011-12-06 17:04:00,246.76,364,0
14284,31,2,595.25,2011-09-14 13:04:00,2011-11-09 08:11:00,297.62,55,0
14285,21,4,1910.01,2011-06-16 12:36:00,2011-11-18 14:50:00,477.5,155,0
14286,24,3,4628.75,2011-04-11 08:16:00,2011-11-16 10:34:00,1542.92,219,0
14287,8,3,176.63,2011-05-25 11:41:00,2011-12-01 13:25:00,58.88,190,0
14288,213,1,426.6,2011-05-10 13:22:00,2011-05-10 13:22:00,426.6,0,1
14289,9,6,911.26,2011-02-23 12:33:00,2011-12-01 11:44:00,151.88,280,0
14290,11,5,2314.65,2010-12-13 10:24:00,2011-11-28 14:02:00,462.93,350,0
14291,2,11,3883.25,2011-03-09 15:20:00,2011-12-08 10:26:00,353.02,273,0
14292,8,9,4871.93,2011-03-02 08:26:00,2011-12-02 11:50:00,541.33,275,0
14293,3,4,1046.56,2010-12-06 10:18:00,2011-12-06 15:17:00,261.64,365,0
14295,40,1,166.20000000000002,2011-10-30 15:50:00,2011-10-30 15:50:00,166.2,0,0
14297,18,4,1305.33,2011-03-10 08:31:00,2011-11-22 09:06:00,326.33,257,0
14298,8,44,51527.3,2010-12-14 12:59:00,2011-12-01 13:12:00,1171.08,352,0
14299,8,9,3965.62,2010-12-09 10:30:00,2011-12-01 16:05:00,440.62,357,0
14300,19,1,43.2,2011-11-21 08:57:00,2011-11-21 08:57:00,43.2,0,0
14301,117,1,640.14,2011-08-14 15:33:00,2011-08-14 15:33:00,640.14,0,1
14304,223,1,383.45,2011-05-01 11:50:00,2011-05-01 11:50:00,383.45,0,1
14305,71,3,1858.96,2011-07-27 14:14:00,2011-09-29 15:29:00,619.65,64,0
14306,51,2,2093.32,2011-09-15 10:31:00,2011-10-19 13:23:00,1046.66,34,0
14307,89,6,2995.7200000000003,2010-12-01 11:41:00,2011-09-12 09:38:00,499.29,284,0
14309,8,9,2352.53,2010-12-16 13:05:00,2011-12-01 13:33:00,261.39,350,0
14311,243,1,310.26,2011-04-11 10:14:00,2011-04-11 10:14:00,310.26,0,1
14312,47,6,1611.5900000000001,2011-01-06 16:35:00,2011-10-24 09:46:00,268.6,290,0
14314,107,1,120.0,2011-08-25 10:39:00,2011-08-25 10:39:00,120.0,0,1
14315,45,6,2481.13,2011-03-18 12:59:00,2011-10-26 12:06:00,413.52,221,0
14317,65,1,508.58,2011-10-06 10:44:00,2011-10-06 10:44:00,508.58,0,0
14320,207,2,477.79,2011-01-11 09:12:00,2011-05-17 09:24:00,238.9,126,1
14321,11,5,1530.75,2011-01-10 11:35:00,2011-11-29 09:47:00,306.15,322,0
14323,115,2,605.0600000000001,2011-04-15 11:44:00,2011-08-17 11:37:00,302.53,123,1
14326,242,1,183.85,2011-04-11 15:04:00,2011-04-11 15:04:00,183.85,0,1
14327,163,1,311.65000000000003,2011-06-29 13:58:00,2011-06-29 13:58:00,311.65,0,1
14329,17,7,4975.24,2011-01-14 13:42:00,2011-11-22 15:50:00,710.75,312,0
14331,124,2,462.66,2011-07-27 15:14:00,2011-08-07 13:17:00,231.33,10,1
14332,23,3,840.21,2011-07-15 10:33:00,2011-11-17 11:54:00,280.07,125,0
14333,68,1,415.2,2011-10-03 10:38:00,2011-10-03 10:38:00,415.2,0,0
14334,17,8,2552.21,2010-12-16 17:37:00,2011-11-23 10:01:00,319.03,341,0
14336,17,4,1614.91,2011-03-08 16:48:00,2011-11-23 11:40:00,403.73,259,0
14338,161,2,588.22,2011-05-27 13:30:00,2011-07-01 14:08:00,294.11,35,1
14339,243,1,309.52000000000004,2011-04-11 11:06:00,2011-04-11 11:06:00,309.52,0,1
14340,219,1,134.7,2011-05-05 09:44:00,2011-05-05 09:44:00,134.7,0,1
14341,45,8,2166.98,2011-01-25 13:55:00,2011-10-25 15:48:00,270.87,273,0
14342,21,4,668.5600000000001,2011-05-13 13:50:00,2011-11-18 13:21:00,167.14,188,0
14344,127,8,889.9300000000001,2010-12-06 11:58:00,2011-08-04 13:51:00,111.24,241,1
14345,39,1,108.98,2011-11-01 09:51:00,2011-11-01 09:51:00,108.98,0,0
14346,121,2,1021.58,2011-02-15 13:52:00,2011-08-11 09:47:00,510.79,176,1
14348,260,1,409.57,2011-03-24 16:23:00,2011-03-24 16:23:00,409.57,0,1
14349,10,1,133.5,2011-11-29 15:39:00,2011-11-29 15:39:00,133.5,0,0
14350,274,1,282.93,2011-03-10 14:14:00,2011-03-10 14:14:00,282.93,0,1
14351,165,1,51.0,2011-06-28 11:56:00,2011-06-28 11:56:00,51.0,0,1
14352,157,4,1078.96,2011-03-11 14:58:00,2011-07-05 15:41:00,269.74,116,1
14353,215,1,90.6,2011-05-08 16:06:00,2011-05-08 16:06:00,90.6,0,1
14354,6,2,163.62,2011-11-09 15:36:00,2011-12-04 11:32:00,81.81,24,0
14355,366,1,174.4,2010-12-09 12:16:00,2010-12-09 12:16:00,174.4,0,1
14356,80,2,701.23,2011-09-19 14:43:00,2011-09-21 09:18:00,350.62,1,0
14357,43,1,225.12,2011-10-27 16:23:00,2011-10-27 16:23:00,225.12,0,0
14359,19,3,912.1800000000001,2011-09-13 09:03:00,2011-11-20 13:17:00,304.06,68,0
14360,32,4,2118.03,2011-09-06 11:58:00,2011-11-08 09:12:00,529.51,62,0
14362,22,1,151.5,2011-11-17 15:08:00,2011-11-17 15:08:00,151.5,0,0
14364,109,8,3717.35,2011-05-12 12:56:00,2011-08-23 11:01:00,464.67,102,1
14367,8,16,9227.82,2011-03-08 14:12:00,2011-12-01 13:19:00,576.74,267,0
14368,320,1,155.0,2011-01-24 09:52:00,2011-01-24 09:52:00,155.0,0,1
14371,295,1,100.5,2011-02-17 16:35:00,2011-02-17 16:35:00,100.5,0,1
14373,358,1,76.55,2010-12-16 15:40:00,2010-12-16 15:40:00,76.55,0,1
14375,185,1,235.56,2011-06-07 13:44:00,2011-06-07 13:44:00,235.56,0,1
14377,191,2,617.05,2011-03-22 13:38:00,2011-06-01 13:32:00,308.52,70,1
14379,44,2,348.1,2011-02-17 15:03:00,2011-10-26 16:43:00,174.05,251,0
14381,52,1,202.68,2011-10-18 17:10:00,2011-10-18 17:10:00,202.68,0,0
14382,26,1,615.49,2011-11-13 16:18:00,2011-11-13 16:18:00,615.49,0,0
14383,38,3,1247.69,2011-06-29 10:18:00,2011-11-01 15:53:00,415.9,125,0
14385,9,3,202.10999999999999,2011-11-16 11:55:00,2011-11-30 15:36:00,67.37,14,0
14386,297,1,142.4,2011-02-16 09:45:00,2011-02-16 09:45:00,142.4,0,1
14387,33,3,1727.6,2011-08-22 14:13:00,2011-11-07 12:29:00,575.87,76,0
14388,10,8,3212.84,2010-12-02 11:02:00,2011-11-29 13:32:00,401.6,362,0
14389,65,2,1043.46,2011-06-02 12:04:00,2011-10-05 15:17:00,521.73,125,0
14390,10,9,4642.57,2010-12-02 11:57:00,2011-11-29 13:49:00,515.84,362,0
14393,218,1,67.95,2011-05-05 18:16:00,2011-05-05 18:16:00,67.95,0,1
14395,2,9,3479.91,2010-12-02 18:15:00,2011-12-07 14:34:00,386.66,369,0
14396,65,2,487.99,2010-12-03 15:19:00,2011-10-05 16:09:00,244.0,306,0
14397,3,19,2612.96,2011-05-10 12:25:00,2011-12-07 09:22:00,137.52,210,0
14400,149,1,574.7,2011-07-13 15:50:00,2011-07-13 15:50:00,574.7,0,1
14401,4,13,4051.48,2010-12-15 09:07:00,2011-12-05 13:30:00,311.65,355,0
14403,130,4,1475.81,2011-04-06 14:23:00,2011-08-01 12:57:00,368.95,116,1
14404,34,6,1449.32,2010-12-05 16:00:00,2011-11-06 12:30:00,241.55,335,0
14406,119,1,156.75,2011-08-12 16:54:00,2011-08-12 16:54:00,156.75,0,1
14407,107,6,2157.73,2011-03-08 11:59:00,2011-08-24 14:02:00,359.62,169,1
14408,11,7,2599.03,2011-03-20 14:41:00,2011-11-29 11:41:00,371.29,253,0
14409,71,6,2059.4500000000003,2010-12-06 15:03:00,2011-09-29 18:18:00,343.24,297,0
14410,92,9,1100.27,2011-02-07 09:36:00,2011-09-08 15:08:00,122.25,213,1
14411,311,1,1063.0,2011-02-02 10:56:00,2011-02-02 10:56:00,1063.0,0,1
14412,43,2,770.03,2011-09-28 08:48:00,2011-10-28 10:45:00,385.02,30,0
14413,362,1,121.05,2010-12-12 13:37:00,2010-12-12 13:37:00,121.05,0,1
14414,92,7,1496.98,2010-12-16 11:11:00,2011-09-09 12:09:00,213.85,267,1
14415,1,13,5855.57,2010-12-14 13:31:00,2011-12-08 14:38:00,450.43,359,0
14416,22,2,490.22,2011-10-28 15:10:00,2011-11-17 15:22:00,245.11,20,0
14418,4,3,1937.25,2011-08-23 17:18:00,2011-12-06 11:39:00,645.75,104,0
14419,11,6,1051.79,2010-12-10 10:56:00,2011-11-29 11:22:00,175.3,354,0
14420,99,1,387.52,2011-09-01 18:07:00,2011-09-01 18:07:00,387.52,0,1
14421,57,2,813.11,2011-05-12 10:49:00,2011-10-13 13:24:00,406.56,154,0
14422,1,6,4263.64,2011-03-17 17:26:00,2011-12-09 11:26:00,710.61,266,0
14423,218,1,265.2,2011-05-05 15:12:00,2011-05-05 15:12:00,265.2,0,1
14424,18,1,322.08,2011-11-22 11:48:00,2011-11-22 11:48:00,322.08,0,0
14426,24,10,4481.67,2011-01-31 09:51:00,2011-11-16 12:25:00,448.17,289,0
14427,50,2,363.34000000000003,2011-10-07 09:10:00,2011-10-20 14:23:00,181.67,13,0
14428,7,5,1224.06,2011-01-18 16:39:00,2011-12-02 13:17:00,244.81,317,0
14431,303,1,470.36,2011-02-10 10:40:00,2011-02-10 10:40:00,470.36,0,1
14432,10,6,2248.5,2011-09-11 14:09:00,2011-11-30 08:04:00,374.75,79,0
14434,22,6,1372.8,2011-09-28 15:31:00,2011-11-18 08:56:00,228.8,50,0
14436,99,1,89.06,2011-09-02 10:13:00,2011-09-02 10:13:00,89.06,0,1
14437,366,1,63.0,2010-12-09 09:27:00,2010-12-09 09:27:00,63.0,0,1
14438,306,1,131.9,2011-02-06 14:56:00,2011-02-06 14:56:00,131.9,0,1
14440,8,5,2357.68,2010-12-09 12:49:00,2011-12-01 15:42:00,471.54,357,0
14441,1,4,1712.89,2011-03-29 12:01:00,2011-12-09 09:07:00,428.22,254,0
14443,54,4,1420.2,2010-12-06 11:03:00,2011-10-17 10:10:00,355.05,314,0
14446,1,4,1010.35,2011-04-07 12:10:00,2011-12-09 11:34:00,252.59,245,0
14447,19,5,1163.23,2011-03-04 10:49:00,2011-11-21 08:28:00,232.65,261,0
14448,9,2,375.35,2010-12-10 17:26:00,2011-11-30 13:50:00,187.68,354,0
14449,19,4,885.8,2010-12-02 14:09:00,2011-11-21 12:06:00,221.45,353,0
14450,181,3,483.25,2011-01-23 11:53:00,2011-06-12 10:46:00,161.08,139,1
14451,60,2,643.9,2011-05-29 12:35:00,2011-10-10 13:38:00,321.95,134,0
14452,11,2,259.05,2011-09-07 11:32:00,2011-11-29 12:06:00,129.52,83,0
14453,190,1,119.93,2011-06-02 14:15:00,2011-06-02 14:15:00,119.93,0,1
14456,5,9,3017.28,2011-07-20 13:06:00,2011-12-04 13:59:00,335.25,137,0
14457,311,1,113.64,2011-02-02 09:39:00,2011-02-02 09:39:00,113.64,0,1
14459,155,1,1837.92,2011-07-07 13:35:00,2011-07-07 13:35:00,1837.92,0,1
14460,110,3,434.34,2011-02-02 11:55:00,2011-08-21 14:19:00,144.78,200,1
14461,148,3,2103.06,2011-03-23 12:15:00,2011-07-14 17:11:00,701.02,113,1
14462,66,11,1980.57,2011-01-04 12:45:00,2011-10-04 15:55:00,180.05,273,0
14463,98,3,529.62,2011-05-18 14:42:00,2011-09-02 15:20:00,176.54,107,1
14465,247,3,1038.44,2011-02-10 12:13:00,2011-04-07 12:38:00,346.15,56,1
14466,29,7,2272.4,2010-12-02 13:36:00,2011-11-10 14:07:00,324.63,343,0
14467,18,4,596.26,2011-01-31 12:35:00,2011-11-22 12:48:00,149.06,295,0
14470,12,2,461.19,2011-02-25 11:56:00,2011-11-28 10:31:00,230.6,275,0
14472,104,8,1852.67,2010-12-19 14:03:00,2011-08-28 11:01:00,231.58,251,1
14473,74,2,234.34,2011-03-02 13:56:00,2011-09-26 15:10:00,117.17,208,0
14474,46,1,547.66,2011-10-24 13:26:00,2011-10-24 13:26:00,547.66,0,0
14475,72,3,925.85,2011-02-08 10:12:00,2011-09-29 10:46:00,308.62,233,0
14476,257,1,193.0,2011-03-27 15:39:00,2011-03-27 15:39:00,193.0,0,1
14477,20,4,1309.6,2011-02-15 15:44:00,2011-11-20 11:11:00,327.4,277,0
14479,254,2,316.25,2010-12-09 12:59:00,2011-03-31 09:07:00,158.12,111,1
14480,11,1,279.05,2011-11-28 16:35:00,2011-11-28 16:35:00,279.05,0,0
14481,165,2,636.51,2011-02-25 13:53:00,2011-06-28 10:38:00,318.26,122,1
14482,18,6,2022.81,2011-04-14 16:41:00,2011-11-21 13:14:00,337.14,220,0
14483,282,1,137.1,2011-03-03 10:26:00,2011-03-03 10:26:00,137.1,0,1
14484,50,1,321.92,2011-10-20 14:11:00,2011-10-20 14:11:00,321.92,0,0
14485,39,1,162.8,2011-11-01 12:25:00,2011-11-01 12:25:00,162.8,0,0
14487,27,6,1165.48,2010-12-06 13:22:00,2011-11-13 12:17:00,194.25,341,0
14488,68,1,1064.28,2011-10-03 09:30:00,2011-10-03 09:30:00,1064.28,0,0
14489,207,1,463.38,2011-05-16 14:51:00,2011-05-16 14:51:00,463.38,0,1
14491,175,2,340.93,2010-12-02 12:10:00,2011-06-17 15:22:00,170.46,197,1
14493,7,5,2383.2400000000002,2011-07-07 16:59:00,2011-12-02 16:14:00,476.65,147,0
14494,26,1,139.56,2011-11-14 09:21:00,2011-11-14 09:21:00,139.56,0,0
14495,51,2,123.80000000000001,2011-08-10 14:13:00,2011-10-20 12:28:00,61.9,70,0
14496,312,2,538.8100000000001,2010-12-01 15:35:00,2011-02-01 09:01:00,269.41,61,1
14497,309,1,475.37,2011-02-03 17:01:00,2011-02-03 17:01:00,475.37,0,1
14498,43,5,1957.32,2010-12-13 11:29:00,2011-10-28 12:09:00,391.46,319,0
14499,26,3,808.44,2011-03-06 11:55:00,2011-11-13 13:01:00,269.48,252,0
14500,88,3,356.85,2011-06-03 10:08:00,2011-09-12 16:45:00,118.95,101,0
14501,184,2,251.21,2011-01-24 10:43:00,2011-06-09 12:02:00,125.6,136,1
14502,20,11,2429.83,2011-01-30 15:52:00,2011-11-20 11:50:00,220.89,293,0
14503,3,6,3543.26,2011-06-14 10:00:00,2011-12-06 13:30:00,590.54,175,0
14504,47,4,673.26,2011-03-06 14:38:00,2011-10-23 16:00:00,168.32,231,0
14505,17,8,5859.43,2010-12-12 16:14:00,2011-11-22 15:45:00,732.43,344,0
14506,17,5,1960.65,2010-12-05 14:25:00,2011-11-22 13:02:00,392.13,351,0
14507,24,6,1367.88,2011-03-08 17:23:00,2011-11-16 12:21:00,227.98,252,0
14508,22,2,268.05,2011-09-11 11:29:00,2011-11-17 19:48:00,134.02,67,0
14511,11,5,1314.81,2011-07-29 12:13:00,2011-11-28 17:05:00,262.96,122,0
14512,188,2,275.28,2011-04-21 19:05:00,2011-06-05 12:39:00,137.64,44,1
14513,101,3,455.59000000000003,2011-02-24 09:36:00,2011-08-31 11:25:00,151.86,188,1
14514,61,3,990.2,2011-01-12 15:22:00,2011-10-09 16:05:00,330.07,270,0
14515,18,6,2076.89,2011-05-05 12:13:00,2011-11-22 11:37:00,346.15,200,0
14517,33,2,330.45,2011-07-21 11:42:00,2011-11-06 14:20:00,165.22,108,0
14518,64,1,174.37,2011-10-06 14:43:00,2011-10-06 14:43:00,174.37,0,0
14520,2,2,270.6,2011-02-22 09:15:00,2011-12-08 09:46:00,135.3,289,0
14522,24,4,974.54,2011-05-25 16:01:00,2011-11-15 13:24:00,243.64,173,0
14523,108,1,241.09,2011-08-23 13:13:00,2011-08-23 13:13:00,241.09,0,1
14524,32,9,1843.83,2010-12-14 11:01:00,2011-11-08 12:29:00,204.87,329,0
14525,20,9,4215.9,2010-12-13 17:40:00,2011-11-20 11:37:00,468.43,341,0
14527,3,55,8507.13,2010-12-05 13:17:00,2011-12-07 12:19:00,154.68,366,0
14528,37,1,364.21999999999997,2011-11-02 17:09:00,2011-11-02 17:09:00,364.22,0,0
14529,60,3,578.61,2011-08-21 14:10:00,2011-10-10 15:27:00,192.87,50,0
14530,26,6,2862.11,2011-02-16 10:47:00,2011-11-14 10:38:00,477.02,270,0
14532,236,4,932.85,2010-12-22 13:48:00,2011-04-17 13:05:00,233.21,115,1
14533,25,7,1949.72,2010-12-22 11:07:00,2011-11-15 12:05:00,278.53,328,0
14534,3,18,4397.3,2011-01-25 12:33:00,2011-12-07 12:19:00,244.29,315,0
14535,60,3,2854.84,2011-04-05 12:50:00,2011-10-10 15:39:00,951.61,188,0
14536,260,1,170.95,2011-03-25 12:21:00,2011-03-25 12:21:00,170.95,0,1
14537,58,1,355.56,2011-10-13 10:54:00,2011-10-13 10:54:00,355.56,0,0
14538,65,2,388.25,2011-03-28 14:57:00,2011-10-06 10:31:00,194.12,191,0
14539,16,2,537.48,2011-10-26 12:03:00,2011-11-24 09:50:00,268.74,28,0
14540,10,3,952.66,2011-02-03 15:02:00,2011-11-30 10:15:00,317.55,299,0
14541,59,8,1453.35,2011-01-24 14:16:00,2011-10-12 10:08:00,181.67,260,0
14542,186,1,103.25,2011-06-07 08:19:00,2011-06-07 08:19:00,103.25,0,1
14543,29,16,3599.73,2010-12-10 11:51:00,2011-11-11 12:45:00,224.98,336,0
14544,24,2,2004.3,2010-12-13 12:50:00,2011-11-15 15:06:00,1002.15,337,0
14546,5,5,2573.93,2011-04-05 12:37:00,2011-12-04 13:00:00,514.79,243,0
14547,4,8,3974.75,2011-10-16 14:35:00,2011-12-06 11:06:00,496.84,50,0
14548,151,2,652.8,2011-01-26 08:38:00,2011-07-12 12:19:00,326.4,167,1
14549,311,1,289.24,2011-02-01 13:47:00,2011-02-01 13:47:00,289.24,0,1
14550,11,2,757.37,2011-10-26 12:14:00,2011-11-29 12:12:00,378.68,33,0
14551,18,2,186.23,2011-05-19 18:21:00,2011-11-21 13:36:00,93.12,185,0
14552,152,1,164.22,2011-07-11 12:49:00,2011-07-11 12:49:00,164.22,0,1
14553,19,5,859.27,2011-01-04 15:40:00,2011-11-20 13:20:00,171.85,319,0
14554,10,4,2279.4900000000002,2011-10-18 13:04:00,2011-11-29 16:44:00,569.87,42,0
14555,57,2,312.54,2011-02-10 17:19:00,2011-10-13 16:24:00,156.27,244,0
14557,85,1,788.38,2011-09-15 15:48:00,2011-09-15 15:48:00,788.38,0,0
14560,7,22,2237.77,2010-12-17 09:22:00,2011-12-02 15:22:00,101.72,350,0
14561,76,3,1080.76,2011-06-08 13:26:00,2011-09-25 12:39:00,360.25,108,0
14562,4,18,5006.77,2011-02-08 14:45:00,2011-12-06 11:05:00,278.15,300,0
14565,96,4,3099.12,2010-12-13 13:25:00,2011-09-05 09:07:00,774.78,265,1
14567,57,2,1530.3600000000001,2011-08-01 13:48:00,2011-10-14 10:21:00,765.18,73,0
14569,1,1,227.39,2011-12-08 14:58:00,2011-12-08 14:58:00,227.39,0,0
14570,281,2,218.06,2011-03-04 10:39:00,2011-03-04 10:58:00,109.03,0,1
14572,3,7,2804.54,2011-01-19 17:23:00,2011-12-06 14:40:00,400.65,320,0
14573,180,9,1639.82,2010-12-02 19:59:00,2011-06-13 11:15:00,182.2,192,1
14576,372,1,35.400000000000006,2010-12-02 17:51:00,2010-12-02 17:51:00,35.4,0,1
14577,13,4,859.71,2010-12-12 11:26:00,2011-11-27 12:47:00,214.93,350,0
14578,3,1,168.63,2011-12-06 17:18:00,2011-12-06 17:18:00,168.63,0,0
14581,17,1,138.6,2011-11-23 12:39:00,2011-11-23 12:39:00,138.6,0,0
14582,41,1,114.11,2011-10-30 11:56:00,2011-10-30 11:56:00,114.11,0,0
14583,6,5,986.96,2011-05-18 11:28:00,2011-12-04 12:32:00,197.39,200,0
14584,169,4,1033.06,2011-05-25 17:31:00,2011-06-23 18:33:00,258.26,29,1
14585,50,1,157.05,2011-10-20 14:33:00,2011-10-20 14:33:00,157.05,0,0
14586,277,1,237.35999999999999,2011-03-08 10:04:00,2011-03-08 10:04:00,237.36,0,1
14587,19,9,1580.29,2011-01-12 13:16:00,2011-11-21 11:34:00,175.59,312,0
14589,372,1,39.75,2010-12-03 11:42:00,2010-12-03 11:42:00,39.75,0,1
14591,15,4,1320.21,2011-05-10 14:09:00,2011-11-24 13:57:00,330.05,197,0
14592,35,3,557.94,2011-10-06 18:08:00,2011-11-04 16:35:00,185.98,28,0
14593,22,3,617.15,2011-05-25 11:14:00,2011-11-18 12:48:00,205.72,177,0
14594,7,2,363.33,2010-12-01 13:54:00,2011-12-02 13:28:00,181.66,365,0
14595,20,6,1740.6000000000001,2011-01-30 13:36:00,2011-11-20 12:12:00,290.1,293,0
14597,11,2,866.24,2011-06-01 12:33:00,2011-11-28 13:13:00,433.12,180,0
14598,44,1,221.97,2011-10-26 13:19:00,2011-10-26 13:19:00,221.97,0,0
14600,306,1,393.33000000000004,2011-02-07 09:48:00,2011-02-07 09:48:00,393.33,0,1
14601,11,1,213.96,2011-11-29 09:48:00,2011-11-29 09:48:00,213.96,0,0
14603,275,1,660.0,2011-03-10 10:27:00,2011-03-10 10:27:00,660.0,0,1
14606,1,93,12076.15,2010-12-01 16:57:00,2011-12-08 19:28:00,129.85,372,0
14607,16,14,16209.5,2011-03-23 15:22:00,2011-11-24 10:35:00,1157.82,245,0
14608,4,4,1785.15,2010-12-12 14:49:00,2011-12-05 16:52:00,446.29,358,0
14609,72,4,601.56,2011-02-16 12:10:00,2011-09-28 12:54:00,150.39,224,0
14616,243,3,406.08000000000004,2011-01-26 12:42:00,2011-04-11 09:54:00,135.36,74,1
14618,9,3,553.44,2011-01-06 11:59:00,2011-11-30 13:45:00,184.48,328,0
14619,246,1,394.44,2011-04-08 07:37:00,2011-04-08 07:37:00,394.44,0,1
14620,206,2,412.78000000000003,2011-03-01 08:30:00,2011-05-18 11:58:00,206.39,78,1
14621,1,5,1788.3600000000001,2010-12-16 13:00:00,2011-12-08 16:22:00,357.67,357,0
14622,185,1,320.58000000000004,2011-06-08 12:42:00,2011-06-08 12:42:00,320.58,0,1
14623,32,5,886.7,2011-04-18 13:54:00,2011-11-07 13:56:00,177.34,203,0
14624,57,2,225.85,2011-10-11 14:39:00,2011-10-13 13:44:00,112.92,1,0
14625,196,2,899.63,2010-12-13 15:36:00,2011-05-27 15:32:00,449.82,164,1
14626,24,4,2791.27,2011-04-20 13:18:00,2011-11-16 10:37:00,697.82,209,0
14628,91,2,671.96,2011-04-11 14:43:00,2011-09-09 14:58:00,335.98,151,1
14629,4,2,955.26,2011-10-23 16:13:00,2011-12-05 16:55:00,477.63,43,0
14631,51,3,1006.98,2011-02-14 09:31:00,2011-10-20 11:17:00,335.66,248,0
14632,263,1,114.56,2011-03-22 08:49:00,2011-03-22 08:49:00,114.56,0,1
14633,266,1,344.90000000000003,2011-03-18 17:07:00,2011-03-18 17:07:00,344.9,0,1
14636,36,2,609.85,2011-03-16 09:52:00,2011-11-03 16:12:00,304.92,232,0
14638,51,1,443.6,2011-10-20 10:10:00,2011-10-20 10:10:00,443.6,0,0
14639,52,6,2984.4900000000002,2010-12-13 13:50:00,2011-10-18 15:06:00,497.42,309,0
14640,24,6,2107.38,2011-04-26 12:31:00,2011-11-15 13:07:00,351.23,203,0
14641,22,1,110.46000000000001,2011-11-18 10:42:00,2011-11-18 10:42:00,110.46,0,0
14642,59,1,96.12,2011-10-12 11:08:00,2011-10-12 11:08:00,96.12,0,0
14643,170,2,693.8100000000001,2010-12-16 17:53:00,2011-06-22 14:41:00,346.9,187,1
14644,68,2,830.76,2011-02-14 14:14:00,2011-10-03 08:30:00,415.38,230,0
14645,157,2,597.09,2011-03-09 09:52:00,2011-07-06 09:15:00,298.54,118,1
14647,201,1,236.04000000000002,2011-05-22 13:40:00,2011-05-22 13:40:00,236.04,0,1
14649,5,4,1402.59,2011-05-11 14:37:00,2011-12-05 12:30:00,350.65,207,0
14651,67,2,653.75,2011-05-12 16:29:00,2011-10-03 15:52:00,326.88,143,0
14652,77,1,114.18,2011-09-23 14:21:00,2011-09-23 14:21:00,114.18,0,0
14653,1,7,1926.65,2011-01-05 13:40:00,2011-12-08 13:45:00,275.24,337,0
14655,8,4,1932.23,2011-05-01 14:59:00,2011-12-01 16:28:00,483.06,214,0
14656,169,2,291.05,2011-03-01 13:19:00,2011-06-23 13:51:00,145.52,114,1
14657,18,4,848.22,2011-01-17 15:19:00,2011-11-22 12:47:00,212.06,308,0
14658,5,2,247.15,2011-08-14 15:42:00,2011-12-04 15:35:00,123.58,111,0
14659,9,9,2529.93,2011-01-28 12:43:00,2011-12-01 12:17:00,281.1,306,0
14660,87,2,285.74,2011-08-31 10:40:00,2011-09-14 11:34:00,142.87,14,0
14661,27,1,107.95,2011-11-13 11:51:00,2011-11-13 11:51:00,107.95,0,0
14662,29,4,741.37,2011-01-27 17:41:00,2011-11-11 12:13:00,185.34,287,0
14664,20,2,636.24,2011-11-06 14:56:00,2011-11-20 10:59:00,318.12,13,0
14665,61,5,1835.7,2011-02-02 09:08:00,2011-10-10 09:14:00,367.14,250,0
14666,24,1,195.25,2011-11-15 12:57:00,2011-11-15 12:57:00,195.25,0,0
14667,11,25,9175.04,2010-12-06 13:13:00,2011-11-29 11:30:00,367.0,357,0
14669,242,3,1259.24,2011-01-11 12:30:00,2011-04-12 11:43:00,419.75,90,1
14670,280,2,392.86,2011-03-04 13:58:00,2011-03-04 14:13:00,196.43,0,1
14672,235,2,765.5500000000001,2011-01-07 15:48:00,2011-04-19 10:19:00,382.78,101,1
14673,3,5,1736.4,2010-12-07 12:49:00,2011-12-06 14:31:00,347.28,364,0
14675,16,1,596.36,2011-11-23 12:58:00,2011-11-23 12:58:00,596.36,0,0
14676,31,6,2548.2400000000002,2011-03-01 14:26:00,2011-11-08 13:29:00,424.71,251,0
14680,25,16,28754.11,2010-12-03 12:05:00,2011-11-14 16:59:00,1797.13,346,0
14681,71,3,498.95,2011-05-12 10:45:00,2011-09-29 15:52:00,166.32,140,0
14682,188,2,52.0,2011-05-22 12:51:00,2011-06-05 12:12:00,26.0,13,1
14684,26,5,1201.51,2010-12-12 12:44:00,2011-11-14 11:33:00,240.3,336,0
14687,107,1,628.38,2011-08-25 11:59:00,2011-08-25 11:59:00,628.38,0,1
14688,8,21,5579.1,2010-12-01 09:37:00,2011-12-02 12:26:00,265.67,366,0
14689,209,1,112.80000000000001,2011-05-15 11:22:00,2011-05-15 11:22:00,112.8,0,1
14690,44,2,355.05,2011-07-11 11:58:00,2011-10-26 15:39:00,177.52,107,0
14691,31,5,2114.33,2011-05-11 09:55:00,2011-11-09 12:30:00,422.87,182,0
14692,137,4,591.55,2011-01-21 13:47:00,2011-07-25 15:08:00,147.89,185,1
14693,264,1,172.9,2011-03-20 12:50:00,2011-03-20 12:50:00,172.9,0,1
14696,4,7,2078.95,2010-12-01 15:37:00,2011-12-05 13:43:00,296.99,368,0
14697,218,2,188.61,2011-05-05 15:29:00,2011-05-05 15:39:00,94.3,0,1
